family,family_label,measurement_context,measurement_context_label,service,service_label,configuration,configuration_label,source,coverage_status,minimum_swr,median_swr,maximum_swr,coverage_at_or_below_2_percent,coverage_at_or_below_3_percent
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,vhf-lmr,VHF LMR,taurus-triband-vehicle,installed on vehicle,averaged_zoom,broad <=3:1,1.3739102568998662,2.495546822583529,3.7207496847132595,32.93353323338331,82.70864567716141
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,marine-vhf,Marine VHF,taurus-triband-vehicle,installed on vehicle,averaged_zoom,broad <=3:1,2.4949715485583535,2.684935749546108,2.8520285946976216,0.0,100.0
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,railroad,Railroad,taurus-triband-vehicle,installed on vehicle,averaged_zoom,broad <=3:1,2.5326957521997846,2.595310436370928,2.646429658970233,0.0,100.0
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,noaa-weather,NOAA weather,taurus-triband-vehicle,installed on vehicle,averaged_zoom,broad <=3:1,2.4356776647865446,2.452512395448213,2.4665917600323226,0.0,100.0
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,1.25m,1.25m amateur,taurus-triband-vehicle,installed on vehicle,broadband,gap,4.02865025551399,4.068857641955716,4.244300846456354,0.0,0.0
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,military-air,Military air,taurus-triband-vehicle,installed on vehicle,broadband,gap,2.641039987299069,4.119096418277927,6.004957506694335,0.0,8.033514046328241
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,federal-uhf,Federal UHF,taurus-triband-vehicle,installed on vehicle,averaged_zoom,partial only,2.4647401403426294,3.5832556709452903,4.930716070767018,0.0,23.138430784607696
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,70cm,70cm amateur,taurus-triband-vehicle,installed on vehicle,averaged_zoom,partial only,2.2379107406376915,2.945796661195055,3.9766676809623664,0.0,52.31589470176608
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,uhf-lmr,UHF LMR,taurus-triband-vehicle,installed on vehicle,averaged_zoom,partial only,2.153455914015925,2.852473532341192,3.9486573521034147,0.0,55.72213893053473
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,t-band,T-band,taurus-triband-vehicle,installed on vehicle,averaged_zoom,partial only,1.5854279364555643,2.4075993637148536,3.754499583707375,25.418645338665332,78.20544863784053
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,700-public-safety-downlink,700 MHz public safety,taurus-triband-vehicle,installed on vehicle,averaged_zoom,partial only,2.1389664966228215,3.2760292684331707,3.7093530681271187,0.0,37.162837162837164
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,800-public-safety-downlink,800 MHz public safety,taurus-triband-vehicle,installed on vehicle,averaged_zoom,partial only,1.0139035901184386,2.171265687173603,4.086816854923383,44.47776111944028,64.41779110444777
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,33cm,33cm amateur,taurus-triband-vehicle,installed on vehicle,averaged_zoom,partial only,1.0504582298093887,3.1368358366116853,4.905963191095462,26.136931534232883,47.276361819090454
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,900-trunking-downlink,900 MHz trunking,taurus-triband-vehicle,installed on vehicle,averaged_zoom,partial only,1.6135430868605096,3.2072875160993704,4.852726809910045,15.584415584415584,45.25474525474525
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,uat-978,UAT 978,taurus-triband-vehicle,installed on vehicle,averaged_zoom,gap,2.7616470592322946,3.6019215812632432,3.8678304190127477,0.0,10.78921078921079
taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,ads-b-1090,ADS-B 1090,taurus-triband-vehicle,installed on vehicle,averaged_zoom,partial only,2.125595771820683,3.4749500486354625,5.180869918295491,0.0,34.065934065934066
